cases_date,cases_max_date,cases_Lat,cases_Long,cases_case_lat_long_id,cases_Country/Region,cases_Province/State,country_populations_pop2020,country_populations_area,country_populations_Density,country_populations_worldPercentage,country_populations_rank,continent_sub-region,continent_continentName,recovered,confirmed,deaths,canada_PROV_TERR_ID,canada_PROV_TERR_NAME_NOM,canada_GEO_UID,canada_GEO_ID,canada_GEO_NAME_NOM,canada_GEO_TYPE,canada_TOPIC_THEME,canada_TEXT_ID,canada_HIER_ID,canada_INDENT_ID,canada_TEXT_NAME_NOM,canada_NOTE_ID,canada_NOTE,canada_T_DATA_DONNEE,canada_T_SYM,canada_M_DATA_DONNEE,canada_M_SYM,canada_F_DATA_DONNEE,canada_F_SYM,10_or_more_confirmed_cases,10_or_more_confirmed_cases_day_count,25_or_more_confirmed_cases,25_or_more_confirmed_cases_day_count,100_or_more_confirmed_cases,100_or_more_confirmed_cases_day_count
2020-01-24,2020-04-01,30.6171,102.7103,144.0,China,Sichuan,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,0,15,0,,,,,,,,,,,,,,,,,,,,True,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,30.9756,112.2707,145.0,China,Hubei,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,31,549,24,,,,,,,,,,,,,,,,,,,,True,3.0,True,3.0,True,3.0
2020-01-24,2020-04-01,31.202,121.4491,147.0,China,Shanghai,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,1,20,0,,,,,,,,,,,,,,,,,,,,True,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,31.8257,117.2264,151.0,China,Anhui,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,0,15,0,,,,,,,,,,,,,,,,,,,,True,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,32.9711,119.455,155.0,China,Jiangsu,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,0,9,0,,,,,,,,,,,,,,,,,,,,False,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,33.882,113.614,159.0,China,Henan,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,0,9,0,,,,,,,,,,,,,,,,,,,,False,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,35.1917,108.8701,163.0,China,Shaanxi,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,0,5,0,,,,,,,,,,,,,,,,,,,,False,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,36.0,128.0,166.0,"Korea, South",,51269.185,100210.0,0.5116174533479693,0.006577529191272375,28,Eastern Asia,,0,2,0,,,,,,,,,,,,,,,,,,,,False,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,36.0,138.0,167.0,Japan,,126476.461,377930.0,0.3346557854629164,0.016226172002467412,11,Eastern Asia,,0,2,0,,,,,,,,,,,,,,,,,,,,False,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,36.3427,118.1498,169.0,China,Shandong,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,0,15,0,,,,,,,,,,,,,,,,,,,,True,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,37.0902,-95.7129,170.0,US,,331002.651,9372610.0,0.03531595265352981,0.04246565650187423,3,Northern America,North America,0,2,0,,,,,,,,,,,,,,,,,,,,False,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,37.2692,106.1655,171.0,China,Ningxia,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,0,2,0,,,,,,,,,,,,,,,,,,,,False,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,37.5777,112.2922,172.0,China,Shanxi,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,0,1,0,,,,,,,,,,,,,,,,,,,,False,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,37.8099,101.0583,174.0,China,Gansu,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,0,2,0,,,,,,,,,,,,,,,,,,,,False,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,39.3054,117.323,177.0,China,Tianjin,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,0,8,0,,,,,,,,,,,,,,,,,,,,False,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,39.549,116.1306,179.0,China,Hebei,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,0,2,1,,,,,,,,,,,,,,,,,,,,False,3.0,False,3.0,False,3.0
2020-01-24,2020-04-01,40.1824,116.4142,183.0,China,Beijing,1439323.7759999998,9706961.0,0.1482774862286971,0.18465661493024282,1,Eastern Asia,,1,36,0,,,,,,,,,,,,,,,,,,,,True,3.0,True,3.0,False,3.0
